tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	406904	0	live	MIR1-1	MIRN1-1, hsa-mir-1-1, miRNA1-1, mir-1-1	microRNA 1-1		20q13.33	20	NC_000020.11	62554306	62554376	plus	1	609326	
9606	Homo sapiens	407055	0	live	MIR99A	MIRN99A, mir-99a	microRNA 99a	hsa-mir-99a	21q21.1	21	NC_000021.9	16539089	16539169	plus	1	614509	
9606	Homo sapiens	5499	0	live	PPP1CA	PP-1A, PP1A, PP1alpha, PPP1A	protein phosphatase 1 catalytic subunit alpha	serine/threonine-protein phosphatase PP1-alpha catalytic subunit|protein phosphatase 1, catalytic subunit, alpha isozyme|serine/threonine protein phosphatase PP1-alpha 1 catalytic subunit|testicular tissue protein Li 155	11q13.2	11	NC_000011.10	67398183	67401858	minus	7	176875	
9606	Homo sapiens	3184	0	live	HNRNPD	AUF1, AUF1A, HNRPD, P37, hnRNPD0	heterogeneous nuclear ribonucleoprotein D	heterogeneous nuclear ribonucleoprotein D0|ARE-binding protein AUFI, type A|AU-rich RNA-binding factor 1|AU-rich element RNA binding protein 1, 37kDa|hnRNP D0	4q21.22	4	NC_000004.12	82352498	82373991	minus	9	601324	
9606	Homo sapiens	25803	0	live	SPDEF	PDEF, bA375E1.3	SAM pointed domain containing ETS transcription factor	SAM pointed domain-containing Ets transcription factor|prostate epithelium-specific Ets transcription factor|prostate-derived Ets factor|prostate-specific Ets	6p21.31	6	NC_000006.12	34537802	34556329	minus	8	608144	
9606	Homo sapiens	2357	0	live	FPR1	FMLP, FPR	formyl peptide receptor 1	fMet-Leu-Phe receptor|N-formylpeptide chemoattractant receptor|fMLP receptor	19q13.41	19	NC_000019.10	51745172	51751878	minus	3	136537	
9606	Homo sapiens	4925	0	live	NUCB2	HEL-S-109, NEFA	nucleobindin 2	nucleobindin-2|DNA-binding protein NEFA|epididymis secretory protein Li 109|gastric cancer antigen Zg4|nesfatin 1|novel DNA binding/EF-hand/leucine zipper protein|nucleobinding 2|prepronesfatin	11p15.1	11	NC_000011.10	17276739	17349980	plus	18	608020	
9606	Homo sapiens	5047	0	live	PAEP	GD, GdA, GdF, GdS, PAEG, PEP, PP14, ZIF-1	progestagen associated endometrial protein	glycodelin|PEG|PP14 protein (placental protein 14)|alpha uterine protein|glycodelin-A|glycodelin-F|glycodelin-S|placental protein 14|pregnancy-associated endometrial alpha-2 globulin|progestagen-associated endometrial protein (placental protein 14, pregnancy-associated endometrial a|progesterone-associated endometrial protein|zona-binding inhibitory factor-1	9q34.3	9	NC_000009.12	135561756	135566955	plus	7	173310	
9606	Homo sapiens	6240	0	live	RRM1	PEOB6, R1, RIR1, RR1	ribonucleotide reductase catalytic subunit M1	ribonucleoside-diphosphate reductase large subunit|ribonucleoside-diphosphate reductase subunit M1|ribonucleotide reductase M1 polypeptide|ribonucleotide reductase, R1 subunit	11p15.4	11	NC_000011.10	4094685	4138932	plus	20	180410	
9606	Homo sapiens	840	0	live	CASP7	CASP-7, CMH-1, ICE-LAP3, LICE2, MCH3	caspase 7	caspase-7|ICE-like apoptotic protease 3|apoptotic protease MCH-3|caspase 7, apoptosis-related cysteine peptidase|caspase 7, apoptosis-related cysteine protease	10q25.3	10	NC_000010.11	113679194	113730909	plus	12	601761	
9606	Homo sapiens	4256	0	live	MGP	GIG36, MGLAP, NTI	matrix Gla protein	matrix Gla protein|cell growth-inhibiting gene 36 protein	12p12.3	12	NC_000012.12	14880864	14885854	minus	5	154870	
9606	Homo sapiens	5451	0	live	POU2F1	OCT1, OTF1, Oct1Z, oct-1B	POU class 2 homeobox 1	POU domain, class 2, transcription factor 1|NF-A1|OTF-1|Octamer-binding transcription factor-1|oct-1|octamer-binding protein 1|octamer-binding transcription factor 1	1q24.2	1	NC_000001.11	167220885	167427345	plus	23	164175	
9606	Homo sapiens	1602	0	live	DACH1	DACH	dachshund family transcription factor 1	dachshund homolog 1|dac homolog	13q21.33	13	NC_000013.11	71437966	71867204	minus	15	603803	
9606	Homo sapiens	57674	0	live	RNF213	ALO17, C17orf27, KIAA1618, MYMY2, MYSTR, NET57	ring finger protein 213	E3 ubiquitin-protein ligase RNF213|protein ALO17|ALK lymphoma oligomerization partner on chromosome 17|E3 ubiquitin-lipopolysaccharide ligase RNF213|RING-type E3 ubiquitin transferase RNF213|mysterin	17q25.3	17	NC_000017.11	80260852	80398794	plus	74	613768	
9606	Homo sapiens	5981	0	live	RFC1	A1, CANVAS, MHCBFB, PO-GA, RECC1, RFC40, RFC1	replication factor C subunit 1	replication factor C subunit 1|A1 140 kDa subunit|DNA-binding protein PO-GA|MHC binding factor, beta|RF-C 140 kDa subunit|activator 1 140 kDa subunit|activator 1 large subunit|activator 1 subunit 1|replication factor C (activator 1) 1, 145kDa|replication factor C 140 kDa subunit|replication factor C large subunit|replication factor C1	4p14	4	NC_000004.12	39287456	39366362	minus	25	102579	
9606	Homo sapiens	5732	0	live	PTGER2	EP2	prostaglandin E receptor 2	prostaglandin E2 receptor EP2 subtype|PGE receptor EP2 subtype|PGE2 receptor EP2 subtype|prostaglandin E receptor 2 (subtype EP2), 53kD|prostaglandin E receptor 2 (subtype EP2), 53kDa|prostanoid EP2 receptor	14q22.1	14	NC_000014.9	52314312	52328598	plus	2	176804	
9606	Homo sapiens	1399	0	live	CRKL		CRK like proto-oncogene, adaptor protein	crk-like protein|v-crk avian sarcoma virus CT10 oncogene homolog-like	22q11.21	22	NC_000022.11	20917407	20953747	plus	4	602007	
9606	Homo sapiens	9547	0	live	CXCL14	BMAC, BRAK, KEC, KS1, MIP-2g, MIP2G, NJAC, SCYB14	C-X-C motif chemokine ligand 14	C-X-C motif chemokine 14|CXC chemokine in breast and kidney|MIP-2 gamma|bolekine|breast and kidney|chemokine (C-X-C motif) ligand 14|chemokine BRAK|small inducible cytokine subfamily B (Cys-X-Cys), member 14 (BRAK)|small-inducible cytokine B14|tumor-suppressing chemokine	5q31.1	5	NC_000005.10	135570679	135578991	minus	4	604186	
9606	Homo sapiens	80380	0	live	PDCD1LG2	B7DC, Btdc, CD273, PD-L2, PDCD1L2, PDL2, bA574F11.2	programmed cell death 1 ligand 2	programmed cell death 1 ligand 2|B7 dendritic cell molecule|B7-DC|PD-1-ligand 2|PDCD1 ligand 2|butyrophilin B7-DC|programmed death ligand 2	9p24.1	9	NC_000009.12	5510531	5571282	plus	7	605723	
9606	Homo sapiens	619556	0	live	MIR455	MIRN455, hsa-mir-455, mir-455	microRNA 455		9q32	9	NC_000009.12	114209434	114209529	plus	1		
9606	Homo sapiens	57706	0	live	DENND1A	FAM31A, KIAA1608	DENN domain containing 1A	DENN domain-containing protein 1A|DENN/MADD domain containing 1A|connecdenn 1	9q33.3	9	NC_000009.12	123379658	123930126	minus	32	613633	
9606	Homo sapiens	57697	0	live	FANCM	FAAP250, KIAA1596, POF15, SPGF28	FA complementation group M	Fanconi anemia group M protein|ATP-dependent RNA helicase FANCM|Fanconi anemia complementation group M|fanconi anemia-associated polypeptide of 250 kDa|protein Hef ortholog	14q21.2	14	NC_000014.9	45135930	45200890	plus	24	609644	
9606	Homo sapiens	23385	0	live	NCSTN	ATAG1874	nicastrin	nicastrin|anterior pharynx-defective 2	1q23.2	1	NC_000001.11	160343383	160358949	plus	19	605254	
9606	Homo sapiens	8863	0	live	PER3	FASPS3, GIG13	period circadian regulator 3	period circadian protein homolog 3|cell growth-inhibiting gene 13 protein|circadian clock protein PERIOD 3|period circadian clock 3|period circadian protein 3	1p36.23	1	NC_000001.11	7784291	7845177	plus	25	603427	
9606	Homo sapiens	1746	0	live	DLX2	TES-1, TES1	distal-less homeobox 2	homeobox protein DLX-2|distal-less homeo box 2	2q31.1	2	NC_000002.12	172099438	172102900	minus	3	126255	
9606	Homo sapiens	341	0	live	APOC1	Apo-CI, ApoC-I, apo-CIB, apoC-IB	apolipoprotein C1	apolipoprotein C-I	19q13.32	19	NC_000019.10	44914325	44919346	plus	5	107710	
9606	Homo sapiens	2549	0	live	GAB1	DFNB26	GRB2 associated binding protein 1	GRB2-associated-binding protein 1|GRB2-associated binder 1|deafness, autosomal recessive 26|growth factor receptor bound protein 2-associated protein 1|symbol withdrawn, see GAB1	4q31.21	4	NC_000004.12	143336876	143474565	plus	19	604439	
9606	Homo sapiens	91768	0	live	CABLES1	CABL1, CABLES, HsT2563, IK3-1	Cdk5 and Abl enzyme substrate 1	CDK5 and ABL1 enzyme substrate 1|interactor with CDK3 1	18q11.2	18	NC_000018.10	23134564	23260470	plus	12	609194	
9606	Homo sapiens	3459	0	live	IFNGR1	CD119, IFNGR, IMD27A, IMD27B	interferon gamma receptor 1	interferon gamma receptor 1|AVP, type 2|CD119 antigen|CDw119|IFN-gamma receptor 1|IFN-gamma-R-alpha|IFN-gamma-R1|antiviral protein, type 2|immune interferon receptor 1|interferon-gamma receptor alpha chain	6q23.3	6	NC_000006.12	137197484	137219385	minus	10	107470	
9606	Homo sapiens	27044	0	live	SND1	TDRD11, TSN, Tudor-SN, p100	staphylococcal nuclease and tudor domain containing 1	staphylococcal nuclease domain-containing protein 1|EBNA2 coactivator p100|testis tissue sperm-binding protein Li 82P|tudor domain-containing protein 11	7q32.1	7	NC_000007.14	127652194	128092593	plus	25	602181	
9606	Homo sapiens	1289	0	live	COL5A1	EDSC, EDSCL1, FMDMF	collagen type V alpha 1 chain	collagen alpha-1(V) chain|collagen, type V, alpha 1	9q34.3	9	NC_000009.12	134641803	134844843	plus	68	120215	
9606	Homo sapiens	8754	0	live	ADAM9	CORD9, MCMP, MDC9, Mltng	ADAM metallopeptidase domain 9	disintegrin and metalloproteinase domain-containing protein 9|ADAM metallopeptidase domain 9 (meltrin gamma)|cellular disintegrin-related protein|cone rod dystrophy 9|metalloprotease/disintegrin/cysteine-rich protein 9|myeloma cell metalloproteinase	8p11.22	8	NC_000008.11	38996973	39105261	plus	24	602713	
9606	Homo sapiens	2170	0	live	FABP3	FABP11, H-FABP, M-FABP, MDGI, O-FABP	fatty acid binding protein 3	fatty acid-binding protein, heart|epididymis secretory sperm binding protein|fatty acid binding protein 11|fatty acid binding protein 3, muscle and heart|heart-type fatty acid-binding protein|mammary-derived growth inhibitor|muscle fatty acid-binding protein	1p35.2	1	NC_000001.11	31359588	31373076	minus	5	134651	
9606	Homo sapiens	442906	0	live	MIR338	MIRN338, hsa-mir-338, mir-338	microRNA 338		17q25.3	17	NC_000017.11	81125883	81125949	minus	1	614059	
9606	Homo sapiens	10211	0	live	FLOT1		flotillin 1	flotillin-1|integral membrane component of caveolae	6p21.33	6	NC_000006.12	30727709	30742687	minus	14	606998	
9606	Homo sapiens	2525	0	live	FUT3	CD174, FT3B, FucT-III, LE, Les	fucosyltransferase 3 (Lewis blood group)	3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase FUT3|3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase 3|4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase|Lewis FT|alpha-(1,3/1,4)-fucosyltransferase|alpha-3-fucosyltransferase FUT3|blood group Lewis alpha-4-fucosyltransferase|fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group)|fucosyltransferase III|galactoside 3(4)-L-fucosyltransferase	19p13.3	19	NC_000019.10	5842888	5857122	minus	5	111100	
9606	Homo sapiens	406915	0	live	MIR128-1	MIR128A, MIRN128-1, MIRN128A, mir-128-1	microRNA 128-1	hsa-mir-128-1|hsa-mir-128a|microRNA 128a	2q21.3	2	NC_000002.12	135665397	135665478	plus	1	611774	
9606	Homo sapiens	6506	0	live	SLC1A2	DEE41, EAAT2, EIEE41, GLT-1, GLT1, HBGT	solute carrier family 1 member 2	excitatory amino acid transporter 2|excitotoxic amino acid transporter 2|glutamate transporter-1|glutamate/aspartate transporter II|human brain glutamate transporter|sodium-dependent glutamate/aspartate transporter 2|solute carrier family 1 (glial high affinity glutamate transporter), member 2	11p13	11	NC_000011.10	35251205	35420507	minus	20	600300	
9606	Homo sapiens	9734	0	live	HDAC9	ARCND4, HD7, HD7b, HD9, HDAC, HDAC7, HDAC7BB, HDAC9FL, HDRP, MITR, HDAC9	histone deacetylase 9	histone deacetylase 9|MEF-2 interacting transcription repressor (MITR) protein|histone deacetylase 4/5-related protein|histone deacetylase 7B	7p21.1	7	NC_000007.14	18086825	19002416	plus	38	606543	
9606	Homo sapiens	442890	0	live	MIR133B	MIRN133B, miRNA133B, mir-133b	microRNA 133b	hsa-mir-133b	6p12.2	6	NC_000006.12	52148923	52149041	plus	1	610946	
9606	Homo sapiens	554213	0	live	MIR449A	MIRN449, MIRN449A, hsa-mir-449, mir-449a	microRNA 449a	hsa-mir-449a|microRNA 449	5q11.2	5	NC_000005.10	55170532	55170622	minus	1	613131	
9606	Homo sapiens	7297	0	live	TYK2	IMD35, JTK1	tyrosine kinase 2	non-receptor tyrosine-protein kinase TYK2	19p13.2	19	NC_000019.10	10350533	10380572	minus	31	176941	
9606	Homo sapiens	9388	0	live	LIPG	EDL, EL, PRO719	lipase G, endothelial type	endothelial lipase|endothelial cell-derived lipase|lipase, endothelial|lipoprotein lipase H|phospholipase A1	18q21.1	18	NC_000018.10	49561479	49599185	plus	12	603684	
9606	Homo sapiens	7879	0	live	RAB7A	CMT2B, PRO2706, RAB7	RAB7A, member RAS oncogene family	ras-related protein Rab-7a|RAB7, member RAS oncogene family|Ras-associated protein RAB7	3q21.3	3	NC_000003.12	128726183	128814798	plus	6	602298	
9606	Homo sapiens	868	0	live	CBLB	ADMIO3, Cbl-b, Nbla00127, RNF56	Cbl proto-oncogene B	E3 ubiquitin-protein ligase CBL-B|Cas-Br-M (murine) ecotropic retroviral transforming sequence b|Cbl proto-oncogene B, E3 ubiquitin protein ligase|Cbl proto-oncogene, E3 ubiquitin protein ligase B|RING finger protein 56|RING-type E3 ubiquitin transferase CBL-B|SH3-binding protein CBL-B|casitas B-lineage lymphoma proto-oncogene b|signal transduction protein CBL-B	3q13.11	3	NC_000003.12	105655461	105869449	minus	32	604491	
9606	Homo sapiens	3623	0	live	INHA		inhibin subunit alpha	inhibin alpha chain|A-inhibin subunit|inhibin alpha subunit	2q35	2	NC_000002.12	219572310	219575711	plus	2	147380	
9606	Homo sapiens	4837	0	live	NNMT		nicotinamide N-methyltransferase	nicotinamide N-methyltransferase	11q23.2	11	NC_000011.10	114257806	114313536	plus	8	600008	
9606	Homo sapiens	2633	0	live	GBP1	hGBP1	guanylate binding protein 1	guanylate-binding protein 1|GBP-1|GTP-binding protein 1|guanine nucleotide-binding protein 1|guanylate binding protein 1, interferon-inducible, 67kDa|huGBP-1|interferon-induced guanylate-binding protein 1	1p22.2	1	NC_000001.11	89052319	89065208	minus	11	600411	
9606	Homo sapiens	1719	0	live	DHFR	DHFR1P1, DYR, DHFR	dihydrofolate reductase	dihydrofolate reductase	5q14.1	5	NC_000005.10	80626226	80654983	minus	6	126060	
9606	Homo sapiens	10015	0	live	PDCD6IP	AIP1, ALIX, DRIP4, HP95, MCPH29	programmed cell death 6 interacting protein	programmed cell death 6-interacting protein|ALG-2 interacting protein 1|ALG-2-interacting protein X|PDCD6-interacting protein|apoptosis-linked gene 2-interacting protein X|dopamine receptor interacting protein 4	3p22.3	3	NC_000003.12	33798630	33869703	plus	19	608074	
9606	Homo sapiens	2746	0	live	GLUD1	GDH, GDH1, GLUD, hGDH1	glutamate dehydrogenase 1	glutamate dehydrogenase 1, mitochondrial|epididymis secretory sperm binding protein|epididymis tissue sperm binding protein Li 18mP|glutamate dehydrogenase (NAD(P)+)	10q23.2	10	NC_000010.11	87050202	87094843	minus	18	138130	
9606	Homo sapiens	3304	0	live	HSPA1B	HSP70-1, HSP70-1B, HSP70-2, HSP70.1, HSP70.2, HSP72, HSPA1, HSX70	heat shock protein family A (Hsp70) member 1B	heat shock 70 kDa protein 1B|HSP70-1/HSP70-2|HSP70.1/HSP70.2|Heat shock 70 kDa protein 1|Heat shock 70 kDa protein 1A|heat shock 70 kDa protein 1/2|heat shock 70 kDa protein 1A/1B|heat shock 70 kDa protein 2|heat shock 70kD protein 1B|heat shock 70kDa protein 1B	6p21.33	6	NC_000006.12	31827738	31830254	plus	1	603012	
9606	Homo sapiens	5244	0	live	ABCB4	ABC21, GBD1, ICP3, MDR2, MDR2/3, MDR3, PFIC-3, PGY3	ATP binding cassette subfamily B member 4	phosphatidylcholine translocator ABCB4|ATP-binding cassette sub-family B member 4|ATP-binding cassette, sub-family B (MDR/TAP), member 4|P-glycoprotein 3|P-glycoprotein-3/multiple drug resistance-3|multidrug resistance protein 3|multiple drug resistance 3	7q21.12	7	NC_000007.14	87365896	87476027	minus	34	171060	
9606	Homo sapiens	9966	0	live	TNFSF15	TL1, TL1A, TNLG1B, VEGI, VEGI192A	TNF superfamily member 15	tumor necrosis factor ligand superfamily member 15|TNF ligand-related molecule 1|TNF superfamily ligand TL1A|tumor necrosis factor (ligand) superfamily, member 15|tumor necrosis factor ligand 1B|tumor necrosis factor superfamily member 15|vascular endothelial cell growth inhibitor|vascular endothelial growth inhibitor-192A	9q32	9	NC_000009.12	114784635	114806039	minus	4	604052	
9606	Homo sapiens	84152	0	live	PPP1R1B	DARPP-32, DARPP32	protein phosphatase 1 regulatory inhibitor subunit 1B	protein phosphatase 1 regulatory subunit 1B|dopamine and cAMP-regulated neuronal phosphoprotein 32	17q12	17	NC_000017.11	39626707	39636624	plus	9	604399	
9606	Homo sapiens	7414	0	live	VCL	CMD1W, CMH15, HEL114, MV, MVCL, VINC	vinculin	vinculin|epididymis luminal protein 114|epididymis secretory sperm binding protein|meta-vinculin|metavinculin	10q22.2	10	NC_000010.11	73998116	74121363	plus	22	193065	
9606	Homo sapiens	1829	0	live	DSG2	CDHF5, HDGC	desmoglein 2	desmoglein-2|cadherin family member 5	18q12.1	18	NC_000018.10	31498177	31549008	plus	16	125671	
9606	Homo sapiens	5601	0	live	MAPK9	JNK-55, JNK2, JNK2A, JNK2ALPHA, JNK2B, JNK2BETA, PRKM9, SAPK, SAPK1a, p54a, p54aSAPK	mitogen-activated protein kinase 9	mitogen-activated protein kinase 9|Jun kinase|MAP kinase 9|MAPK 9|c-Jun N-terminal kinase 2|c-Jun kinase 2|stress-activated protein kinase 1a|stress-activated protein kinase JNK2	5q35.3	5	NC_000005.10	180233143	180292083	minus	18	602896	
9606	Homo sapiens	121441	0	live	NEDD1	GCP-WD, TUBGCP7	NEDD1 gamma-tubulin ring complex targeting factor	protein NEDD1|NEDD-1|neural precursor cell expressed developmentally down-regulated protein 1|neural precursor cell expressed, developmentally down-regulated 1|tubulin gamma complex associated protein 7	12q23.1	12	NC_000012.12	96907257	96953780	plus	18	600372	
9606	Homo sapiens	5563	0	live	PRKAA2	AMPK, AMPK2, AMPKa2, PRKAA	protein kinase AMP-activated catalytic subunit alpha 2	5'-AMP-activated protein kinase catalytic subunit alpha-2|5'-AMP-activated protein kinase, catalytic alpha-2 chain|ACACA kinase|AMPK alpha 2|AMPK subunit alpha-2|AMPK-alpha-2 chain|HMGCR kinase|acetyl-CoA carboxylase kinase|hydroxymethylglutaryl-CoA reductase kinase|protein kinase, AMP-activated, alpha 2 catalytic subunit	1p32.2	1	NC_000001.11	56645314	56715335	plus	10	600497	
9606	Homo sapiens	3918	0	live	LAMC2	B2T, BM600, CSF, EBR2, EBR2A, JEB3A, JEB3B, LAMB2T, LAMNB2	laminin subunit gamma 2	laminin subunit gamma-2|BM600-100kDa|CSF 140 kDa subunit|cell-scattering factor 140 kDa subunit|epiligrin subunit gamma|kalinin subunit gamma|ladsin 140 kDa subunit|laminin B2t chain|laminin, gamma 2|large adhesive scatter factor 140 kDa subunit|nicein subunit gamma	1q25.3	1	NC_000001.11	183186264	183258968	plus	25	150292	
9606	Homo sapiens	27343	0	live	POLL	BETAN, POLKAPPA	DNA polymerase lambda	DNA polymerase lambda|DNA polymerase beta-2|DNA polymerase beta-N|DNA polymerase kappa|polymerase (DNA directed), lambda|polymerase (DNA) lambda	10q24.32	10	NC_000010.11	101578882	101588270	minus	9	606343	
9606	Homo sapiens	4921	0	live	DDR2	MIG20a, NTRKR3, TKT, TYRO10, WRCN	discoidin domain receptor tyrosine kinase 2	discoidin domain-containing receptor 2|CD167 antigen-like family member B|cell migration-inducing protein 20|discoidin domain receptor 2|discoidin domain receptor family, member 2|discoidin domain-containing receptor tyrosine kinase 2|hydroxyaryl-protein kinase|migration-inducing gene 16 protein|neurotrophic tyrosine kinase receptor related 3|receptor protein-tyrosine kinase TKT|tyrosine-protein kinase TYRO10	1q23.3	1	NC_000001.11	162630863	162787405	plus	22	191311	
9606	Homo sapiens	4001	0	live	LMNB1	ADLD, LMN, LMN2, LMNB, MCPH26	lamin B1	lamin-B1	5q23.2	5	NC_000005.10	126776623	126837020	plus	13	150340	
9606	Homo sapiens	47	0	live	ACLY	ACL, ATPCL, CLATP	ATP citrate lyase	ATP-citrate synthase|ATP-citrate (pro-S-)-lyase|citrate cleavage enzyme	17q21.2	17	NC_000017.11	41866917	41930545	minus	30	108728	
9606	Homo sapiens	1525	0	live	CXADR	CAR, CAR4/6, HCAR	CXADR Ig-like cell adhesion molecule	coxsackievirus and adenovirus receptor|46 kD coxsackievirus and adenovirus receptor (CAR) protein|CVB3-binding protein|HCVADR|coxsackie virus and adenovirus receptor|coxsackievirus B-adenovirus receptor	21q21.1	21	NC_000021.9	17513043	17636262	plus	10	602621	
9606	Homo sapiens	967	0	live	CD63	AD1, HOP-26, ME491, MLA1, OMA81H, Pltgp40, TSPAN30	CD63 molecule	CD63 antigen|AD1 antigen|CD63 antigen (melanoma 1 antigen)|granulophysin|limp1|melanoma-associated antigen ME491|melanoma-associated antigen MLA1|ocular melanoma-associated antigen|tetraspanin-30|tspan-30	12q13.2	12	NC_000012.12	55723535	55730041	minus	14	155740	
9606	Homo sapiens	4250	0	live	SCGB2A2	MGB1, PSBP1, UGB2	secretoglobin family 2A member 2	mammaglobin-A|mammaglobin 1|prostatic steroid binding protein 1	11q12.3	11	NC_000011.10	62270158	62273160	plus	3	605562	
9606	Homo sapiens	10984	0	live	KCNQ1OT1	KCNQ1-AS2, KCNQ10T1, Kncq1, KvDMR1, KvLQT1-AS, LIT1, NCRNA00012	KCNQ1 opposite strand/antisense transcript 1	KCNQ1 antisense RNA 2 (non-protein coding)|KCNQ1 opposite strand/antisense transcript 1 (non-protein coding)|KCNQ1 overlapping transcript 1 (non-protein coding)|long QT intronic transcript 1	11p15.5	11	NC_000011.10	2608328	2699994	minus	1	604115	
9606	Homo sapiens	712	0	live	C1QA	C1QD1	complement C1q A chain	complement C1q subcomponent subunit A|complement C1q chain A|complement component 1, q subcomponent, A chain|complement component 1, q subcomponent, alpha polypeptide|complement component C1q, A chain	1p36.12	1	NC_000001.11	22636463	22639678	plus	3	120550	
9606	Homo sapiens	5034	0	live	P4HB	CLCRP1, DSI, ERBA2L, GIT, P4Hbeta, PDI, PDIA1, PHDB, PO4DB, PO4HB, PROHB	prolyl 4-hydroxylase subunit beta	protein disulfide-isomerase|cellular thyroid hormone-binding protein|collagen prolyl 4-hydroxylase beta|glutathione-insulin transhydrogenase|p55|procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), beta polypeptide|prolyl 4-hydroxylase, beta polypeptide|protein disulfide isomerase family A, member 1|protein disulfide isomerase-associated 1|protein disulfide isomerase/oxidoreductase|protocollagen hydroxylase|testicular secretory protein Li 32|thyroid hormone-binding protein p55	17q25.3	17	NC_000017.11	81843166	81860535	minus	11	176790	
9606	Homo sapiens	55740	0	live	ENAH	ENA, MENA, NDPP1	ENAH actin regulator	protein enabled homolog|Mena delta 11a|enabled homolog	1q42.12	1	NC_000001.11	225486829	225653878	minus	20	609061	
9606	Homo sapiens	8243	0	live	SMC1A	CDLS2, DEE85, DXS423E, EIEE85, SB1.8, SMC1, SMC1L1, SMC1alpha, SMCB	structural maintenance of chromosomes 1A	structural maintenance of chromosomes protein 1A|SMC protein 1A|SMC-1-alpha|SMC1 (structural maintenance of chromosomes 1, yeast)-like 1|epididymis secretory sperm binding protein|segregation of mitotic chromosomes 1	Xp11.22	X	NC_000023.11	53374149	53422728	minus	26	300040	
9606	Homo sapiens	3931	0	live	LCAT		lecithin-cholesterol acyltransferase	phosphatidylcholine-sterol acyltransferase|1-alkyl-2-acetylglycerophosphocholine esterase|PAF acetylhydrolase|phosphatidylcholine--sterol O-acyltransferase|phospholipid-cholesterol acyltransferase|platelet-activating factor acetylhydrolase|testicular secretory protein Li 24	16q22.1	16	NC_000016.10	67939750	67944120	minus	6	606967	
9606	Homo sapiens	7832	0	live	BTG2	APRO1, PC3, TIS21	BTG anti-proliferation factor 2	protein BTG2|B-cell translocation gene 2|BTG family member 2|NGF-inducible anti-proliferative protein PC3|nerve growth factor-inducible anti-proliferative|pheochromacytoma cell-3	1q32.1	1	NC_000001.11	203305519	203309602	plus	2	601597	
9606	Homo sapiens	388	0	live	RHOB	ARH6, ARHB, MST081, MSTP081, RHOH6	ras homolog family member B	rho-related GTP-binding protein RhoB|Aplysia RAS-related homolog 6|h6|oncogene RHO H6|ras homolog gene family, member B|rho cDNA clone 6	2p24.1	2	NC_000002.12	20447074	20449440	plus	1	165370	
9606	Homo sapiens	100316868	0	live	HOTTIP	HOXA-AS6, HOXA13-AS1, NCRNA00213	HOXA distal transcript antisense RNA	HOXA cluster antisense RNA 6 (non-protein coding)|HOXA distal transcript antisense RNA (non-protein coding)|HOXA13 antisense RNA 1 (non-protein coding)|HoxA transcript at the distal tip	7p15.2	7	NC_000007.14	27200421	27207259	plus	3	614060	
9606	Homo sapiens	6915	0	live	TBXA2R	BDPLT13, TXA2-R	thromboxane A2 receptor	thromboxane A2 receptor|prostanoid TP receptor	19p13.3	19	NC_000019.10	3594507	3606875	minus	5	188070	
9606	Homo sapiens	11331	0	live	PHB2	BAP, BCAP37, Bap37, PNAS-141, REA, hBAP, p22	prohibitin 2	prohibitin-2|B cell receptor associated protein 37|B-cell associated protein|B-cell receptor-associated protein BAP37|D-prohibitin|repressor of estrogen receptor activity	12p13.31	12	NC_000012.12	6965327	6970753	minus	11	610704	
9606	Homo sapiens	2744	0	live	GLS	AAD20, CASGID, DEE71, EIEE71, GAC, GAM, GDPAG1, KGA, GLS	glutaminase	glutaminase kidney isoform, mitochondrial|K-glutaminase|L-glutamine amidohydrolase|glutaminase C|glutaminase, phosphate-activated	2q32.2	2	NC_000002.12	190880821	190965552	plus	22	138280	
9606	Homo sapiens	6337	0	live	SCNN1A	BESC2, ENaCa, ENaCalpha, LIDLS3, PHA1B1, SCNEA, SCNN1	sodium channel epithelial 1 subunit alpha	amiloride-sensitive sodium channel subunit alpha|alpha ENaC-2|alpha-ENaC|alpha-NaCH|amiloride-sensitive epithelial sodium channel alpha subunit|amiloride-sensitive sodium channel subunit alpha 2|epithelial Na(+) channel subunit alpha|nasal epithelial sodium channel alpha subunit|nonvoltage-gated sodium channel 1 subunit alpha|sodium channel epithelial 1 alpha subunit|sodium channel, non voltage gated 1 alpha subunit|sodium channel, non-voltage-gated 1 alpha|sodium channel, nonvoltage-gated 1 alpha	12p13.31	12	NC_000012.12	6346847	6377359	minus	14	600228	
9606	Homo sapiens	5449	0	live	POU1F1	CPHD1, GHF-1, PIT1a, Pit-1, POU1F1	POU class 1 homeobox 1	pituitary-specific positive transcription factor 1|POU domain, class 1, transcription factor 1|growth hormone factor 1|pituitary transcript factor 1	3p11.2	3	NC_000003.12	87259404	87276584	minus	6	173110	
